timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-09-24T02:20:52,Reclamos_Huancayo_GreenAI,3fe6730a-0fc9-4718-bd63-7413fa48c01e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,5.563496000002488,6.444133521141353e-06,1.1582885151959256e-06,6.2155703330682925,4.257496764083019,10.0,1.3881414167000002e-05,4.736670456000156e-06,5.564525277784721e-06,2.4182609900784878e-05,0.0,Peru,PER,lima province,,,Windows-11-10.0.26200-SP0,3.12.10,3.3.1,24,Intel(R) Core(TM) i7-14650HX,1,1 x NVIDIA GeForce RTX 5050 Laptop GPU,-77.0305,-12.046,15.61199951171875,machine,0.0,0.0,92.4,14.424400329589844,N,1.0,0.0
